input1	label
c h s j d	chsjd
n q r s j h	nqrsjh
b k j m x z t l v p r	bkjmxztlvpr
g m t z v r b h l k p j	gmtzvrbhlkpj
x v r g d s f	xvrgdsf
v l p j c x	vlpjcx
g v z n l k r j	gvznlkrj
c x d p g r f q j	cxdpgrfqj
b q f w r l s p g t v	bqfwrlspgtv
x d q m l c z n r h v	xdqmlcznrhv
r d s j t	rdsjt
z m v r t s c n h g	zmvrtscnhg
z g c h	zgch
h f n b x l q w k	hfnbxlqwk
n w x z j p c	nwxzjpc
l p x w	lpxw
n v j	nvj
g f k n s m r x z	gfknsmrxz
g q k d r b n w x j c	gqkdrbnwxjc
m z s x g h	mzsxgh
x w c q v h j k r	xwcqvhjkr
d g r k	dgrk
g n j f v z	gnjfvz
n l m x p z d	nlmxpzd
d z g q f b t m x h l w	dzgqfbtmxhlw
h g p c w d z	hgpcwdz
f r j b c	frjbc
z w d s g l r q	zwdsglrq
h g w t q d b	hgwtqdb
p q f s	pqfs
z h k v j b w p f t l	zhkvjbwpftl
j k v t c	jkvtc
k v l h	kvlh
h x t l q	hxtlq
j b k x q h	jbkxqh
m c v l r g s t	mcvlrgst
l g b p j q v	lgbpjqv
f q j c s m r t v	fqjcsmrtv
p b s j x	pbsjx
n j r q x w m	njrqxwm
k m v	kmv
d n x r b g m v l	dnxrbgmvl
m w k p q c z h j	mwkpqczhj
k b t	kbt
v x f l j s n t	vxfljsnt
p b x r k z l	pbxrkzl
n g j l f c d b	ngjlfcdb
f j m s	fjms
j q c w b n k	jqcwbnk
k l q c x t	klqcxt
z l q f w d g j	zlqfwdgj
l r d p t w h	lrdptwh
w v s q c	wvsqc
r l v q w z	rlvqwz
c h r z p j f k d	chrzpjfkd
p r q k n h v t l s	prqknhvtls
t x w k h f	txwkhf
n r f l h d j	nrflhdj
b n j c s p d k r x	bnjcspdkrx
t r c f q m z	trcfqmz
h c t s x w m	hctsxwm
g s t f b	gstfb
m h b v n r	mhbvnr
l f d b	lfdb
p q d w r t k z x c n	pqdwrtkzxcn
c b x l z	cbxlz
r s d p w g x t b h n f	rsdpwgxtbhnf
t h m p n f g s v d l	thmpnfgsvdl
l s q k f g t d w j v	lsqkfgtdwjv
j v m t b h k	jvmtbhk
l g s j x b q z	lgsjxbqz
w m t q z p	wmtqzp
b n p d x z v r	bnpdxzvr
q t s b h l w k m	qtsbhlwkm
b m n q r v w x t h	bmnqrvwxth
t m h d v n w b k	tmhdvnwbk
d x q s l	dxqsl
h f z w t k c	hfzwtkc
w f j t s d q m c	wfjtsdqmc
m l z p s f x	mlzpsfx
g c s z j r d f m l x p	gcszjrdfmlxp
k n t w z	kntwz
v r g l t q	vrgltq
m q l r	mqlr
c r h b s g m j	crhbsgmj
b r v n j z x c g d l m	brvnjzxcgdlm
z w s g p h	zwsgph
j v c l	jvcl
s q w b h	sqwbh
t l q v k	tlqvk
v g z t s r p l d b q	vgztsrpldbq
p k f	pkf
n g v k f m p	ngvkfmp
v r j g z d q n	vrjgzdqn
r b v	rbv
r s h k m f	rshkmf
l m r b h x n p	lmrbhxnp
p f q w s n z	pfqwsnz
k f h w b m	kfhwbm
v h g t	vhgt
h c l	hcl
s q r n g	sqrng
f b v n m x p	fbvnmxp
f r s g l z	frsglz
p b s j m l f t	pbsjmlft
f t l d h	ftldh
m v z h	mvzh
v g d t h l x s	vgdthlxs
m p v z q s c	mpvzqsc
c q h w b	cqhwb
r z j v c p d x q t m	rzjvcpdxqtm
c g w n d f t	cgwndft
q h m	qhm
q w f b m s l j z h	qwfbmsljzh
r p s c	rpsc
x c f n w	xcfnw
r z d x j w p n f t	rzdxjwpnft
c n t f h x l z g k r	cntfhxlzgkr
b z p k t g	bzpktg
s h r	shr
h g r q w c	hgrqwc
h q n f w x t r p	hqnfwxtrp
h b t g q	hbtgq
g n q j p v z c	gnqjpvzc
c t x z l	ctxzl
j p m h b s	jpmhbs
x p k s c q j d	xpkscqjd
z r p t g w	zrptgw
d l x j n m r k q t f c	dlxjnmrkqtfc
h g d q t p	hgdqtp
d f c m j	dfcmj
s w d t	swdt
s c k p g j n b v	sckpgjnbv
j c r n s d w l b f	jcrnsdwlbf
m t l r	mtlr
z r m b t x	zrmbtx
t m c k w	tmckw
t q j d g p	tqjdgp
s g b x v n r m f	sgbxvnrmf
v d m g t	vdmgt
j b v c n s w f k z d	jbvcnswfkzd
c r z f h w m q	crzfhwmq
r k s	rks
s n h p z	snhpz
b t h f j p k z q g r n	bthfjpkzqgrn
g w h n t k d q	gwhntkdq
c z m l h j t w n	czmlhjtwn
d n w h q	dnwhq
d z s f x l r b	dzsfxlrb
t j p v f k	tjpvfk
l t v f z	ltvfz
c x n f k d	cxnfkd
g r d w j	grdwj
s z c h t x g v	szchtxgv
x c s p l v h j	xcsplvhj
t w r p n f	twrpnf
r h s j m	rhsjm
k d n s q b h l c	kdnsqbhlc
h f n b c d l	hfnbcdl
m c d g l	mcdgl
s j w n m k	sjwnmk
f g n r t b l m w q j	fgnrtblmwqj
j c z f b n s l r k h	jczfbnslrkh
z f b n p r	zfbnpr
l m h f x r n	lmhfxrn
c h l f g d p k z r v	chlfgdpkzrv
x d t p w m	xdtpwm
x l q v r j z c d g m b	xlqvrjzcdgmb
x v j t n w p d k g	xvjtnwpdkg
h r c j f m l s d v p z t	hrcjfmlsdvpzt
h k b c m x n f p t	hkbcmxnfpt
g w p r x c	gwprxc
c r h m j z	crhmjz
j k m l h n d b s	jkmlhndbs
q f b	qfb
z k t f v j	zktfvj
s r m g d v h n t k c	srmgdvhntkc
d f t w p l	dftwpl
j h x f p k l t w d c	jhxfpkltwdc
x q n d	xqnd
s x n m h t	sxnmht
m q j g s h n	mqjgshn
r l s n p j z v d	rlsnpjzvd
x z h t l f c k	xzhtlfck
q x l p n d m b v w	qxlpndmbvw
s w n m l g	swnmlg
g f x j k	gfxjk
l x k j r z	lxkjrz
t f x d g l	tfxdgl
s m j r l v h q p g d	smjrlvhqpgd
s k v c m q h g z d p b	skvcmqhgzdpb
z x v n s c g	zxvnscg
h b l r x s f	hblrxsf
p n t k	pntk
h b s w q n g v	hbswqngv
g h s z c b	ghszcb
c z t s p b k n	cztspbkn
n w q z b j v	nwqzbjv
b q s h	bqsh
p n z q m d b l x t	pnzqmdblxt
m f r g j w x d	mfrgjwxd
b w c v m z p f x l t r n h j d	bwcvmzpfxltrnhjd
g s z t r	gsztr
f c b h j d s z n m	fcbhjdsznm
x r c f z	xrcfz
g r z k w	grzkw
m x b v k f r c t q d h	mxbvkfrctqdh
n r w g x s f p z q j t b	nrwgxsfpzqjtb
k l d	kld
t p d g s l z f v x	tpdgslzfvx
f k z h p g b d m v	fkzhpgbdmv
h q r n l b c s z f m p	hqrnlbcszfmp
f t k v z d w x	ftkvzdwx
x n f j k q t	xnfjkqt
s w z c	swzc
l d v w m r j g	ldvwmrjg
f b r	fbr
p t m h v f s d j k	ptmhvfsdjk
c d k w t h z f l	cdkwthzfl
w m v k z	wmvkz
d p r g b n w l j m	dprgbnwljm
n g v x z	ngvxz
q t f s r d l w	qtfsrdlw
x c m t d j s k f b z	xcmtdjskfbz
z c x s d	zcxsd
q t n b p z v k w	qtnbpzvkw
f j g m c l z	fjgmclz
k g r j h f b x m	kgrjhfbxm
z c l s q d w g b x m n t k p	zclsqdwgbxmntkp
t c m x q r z w d	tcmxqrzwd
h p s f l x z d k	hpsflxzdk
b v s n t k r	bvsntkr
w z l s v t	wzlsvt
r g d j m w n q	rgdjmwnq
z b w v m h r g j d t q n	zbwvmhrgjdtqn
j g w m	jgwm
t k r x j	tkrxj
b x h c v j	bxhcvj
l t k x n	ltkxn
d z g w q r l n	dzgwqrln
s t w l	stwl
t s z j l p	tszjlp
b r k m g h t c p f	brkmghtcpf
c w s k f	cwskf
g s q t z d w	gsqtzdw
v h b l n	vhbln
v q g l d w c r n j p h z	vqgldwcrnjphz
w z n p v	wznpv
p j b s k n	pjbskn
t s b j v h m	tsbjvhm
m l t v f	mltvf
q v n b c k r d	qvnbckrd
t w b	twb
l p x w g b z	lpxwgbz
w g c t j p v f m	wgctjpvfm
t n c b q s	tncbqs
v f x t w k q	vfxtwkq
g c b n r k s v m	gcbnrksvm
k p d b w s	kpdbws
n g x	ngx
p v r j q	pvrjq
h q v r x	hqvrx
q b n s h c t d w	qbnshctdw
v k c s w n	vkcswn
k h j r w	khjrw
t g w r j v	tgwrjv
c w r t v x l	cwrtvxl
k b h s w x v r n	kbhswxvrn
n k d x j v g q c	nkdxjvgqc
x s m	xsm
k p g v j q z h	kpgvjqzh
d c w g h k	dcwghk
n d t r b f m v l	ndtrbfmvl
w j p h t k c	wjphtkc
w p m t z g b q f h d	wpmtzgbqfhd
z v x t q f d h p	zvxtqfdhp
j w t s f l q n z k x g h	jwtsflqnzkxgh
f r s v q c n x w g k	frsvqcnxwgk
c z d w b k	czdwbk
x j f d m	xjfdm
d s n k m q l t	dsnkmqlt
c n l j d	cnljd
s m d r h k z b w t v p	smdrhkzbwtvp
b m q f n v p j c	bmqfnvpjc
c j x m	cjxm
m l t n p q k h b j d	mltnpqkhbjd
q x g h m r	qxghmr
w p q v n	wpqvn
l k v c x t r h	lkvcxtrh
d g k q c j s z w	dgkqcjszw
d p g t m n z h	dpgtmnzh
w s v t c l	wsvtcl
p r k v h l b c j g	prkvhlbcjg
r q b l w s f	rqblwsf
p k f t r d j l z w	pkftrdjlzw
l q g h v	lqghv
c d f q p m t v l r j k	cdfqpmtvlrjk
x h f j c	xhfjc
z w m s x v j	zwmsxvj
m b t d f v n x r q	mbtdfvnxrq
p f n v z k	pfnvzk
l d m z q	ldmzq
r f q l m b w p k c z x	rfqlmbwpkczx
f t m	ftm
n v r f p w	nvrfpw
m s d q c g v	msdqcgv
j n m h g x q	jnmhgxq
s n c b z	sncbz
m w c n d x r l t z	mwcndxrltz
x m s g c	xmsgc
j v k w s	jvkws
g p k b n s w j f	gpkbnswjf
s d q l b w f p g k v	sdqlbwfpgkv
c n h m l t	cnhmlt
t s m n v q	tsmnvq
g v b s z r	gvbszr
k d b n s j	kdbnsj
p q r d s c w h	pqrdscwh
d f j g h l	dfjghl
d v h	dvh
q k f j z h t	qkfjzht
b r l	brl
h d l t w j m v k q	hdltwjmvkq
p r g v q	prgvq
n v m s t	nvmst
w b l c z	wblcz
m h j z v g p l	mhjzvgpl
c w p d	cwpd
b x c n w h v g d k j	bxcnwhvgdkj
f r m h	frmh
f d z k l x	fdzklx
v s b h f p n g	vsbhfpng
t j f z n c q h	tjfzncqh
w h v r d	whvrd
f x v c g	fxvcg
k x r g p l	kxrgpl
t g n p v w c	tgnpvwc
b p h w q m r d n l x	bphwqmrdnlx
l r c f d n m	lrcfdnm
r k g z b m d h w s p	rkgzbmdhwsp
p n z f c b	pnzfcb
j z w v x h	jzwvxh
q r t	qrt
l m g p s v f w d c r k	lmgpsvfwdcrk
l b m p	lbmp
k h x f r	khxfr
v x k n m p g h c	vxknmpghc
r d h j w m p	rdhjwmp
f w d v z l	fwdvzl
l w c f g s j h k m n d	lwcfgsjhkmnd
f k m b n z d g c	fkmbnzdgc
s z q k j c h v f b m	szqkjchvfbm
d l x z w k g f	dlxzwkgf
z b q p t h s w	zbqpthsw
f j h l b t g v	fjhlbtgv
r m q w k t s	rmqwkts
l v b n h x c s	lvbnhxcs
b v f r h d	bvfrhd
x n t	xnt
m f p q l h k w g n	mfpqlhkwgn
f l t h r x k v m d	flthrxkvmd
g s n l q v j	gsnlqvj
t x j m	txjm
h z c b g	hzcbg
k p q j g m d	kpqjgmd
t x g f s m p r b	txgfsmprb
k h c r	khcr
c b f t h s w	cbfthsw
m w j x z d s	mwjxzds
x v p	xvp
l k g j r x h m	lkgjrxhm
d r p w c l	drpwcl
w z t d j l x	wztdjlx
r f q	rfq
m l g t b d r	mlgtbdr
k g q w c m v l x	kgqwcmvlx
g j h m b	gjhmb
q d t r z	qdtrz
n s v m	nsvm
v z h w q s b n r f t	vzhwqsbnrft
h w g q	hwgq
z k q w x f j m l	zkqwxfjml
b g l f k w	bglfkw
j s t p h w q r	jstphwqr
g z q v s r	gzqvsr
l w v m x q c k z b	lwvmxqckzb
g d f p w m t	gdfpwmt
p c t q m d n w z	pctqmdnwz
j m k t c n	jmktcn
q b t n r w s k	qbtnrwsk
v p t c x w g b n	vptcxwgbn
t l d	tld
h f r v p b w n	hfrvpbwn
k q n v z p	kqnvzp
m x v s	mxvs
n r l x z b j	nrlxzbj
r h k s j d g	rhksjdg
z t v s	ztvs
f k t r q s g v	fktrqsgv
f c s r b v n q x l d	fcsrbvnqxld
v c f p b k n s x g z	vcfpbknsxgz
k q v j z c	kqvjzc
p g h	pgh
v p b t j g w r z	vpbtjgwrz
l g p q n b j k x c	lgpqnbjkxc
n k x h b r l q t	nkxhbrlqt
t x n	txn
m b s r f j	mbsrfj
t k c z f x	tkczfx
l h z w	lhzw
n v p t z l	nvptzl
v z b	vzb
l f g q w t x d	lfgqwtxd
c q g h l	cqghl
l g x t q p d n z s v	lgxtqpdnzsv
v k g x w r	vkgxwr
m c s	mcs
t c b l z w m s f d r h	tcblzwmsfdrh
m k j q v b r	mkjqvbr
x v l w m k n q h g t	xvlwmknqhgt
h j g t k p l q c	hjgtkplqc
w q c r x j p k h z d	wqcrxjpkhzd
r g m f b p l h	rgmfbplh
w v x z n t	wvxznt
n g b j p s w f h d l c k	ngbjpswfhdlck
j l k z r v	jlkzrv
h d p g s r z	hdpgsrz
l r p g h d m s x	lrpghdmsx
b l z q	blzq
v l d g f	vldgf
b f d k x s g c w h p v	bfdkxsgcwhpv
t k c l	tkcl
r d l p	rdlp
q b s	qbs
m j n k q f g	mjnkqfg
n q g z h c f	nqgzhcf
t n b c z	tnbcz
t v q h p w	tvqhpw
x k z b r v q l c f n j	xkzbrvqlcfnj
r b k c w q z l t h	rbkcwqzlth
x w v z k t d	xwvzktd
f r w z s b	frwzsb
q g w b d c	qgwbdc
m t z p h	mtzph
c m l r j g z f t	cmlrjgzft
v r m j	vrmj
m n g p k	mngpk
m k q x w g l f	mkqxwglf
t c s p b m j x z h	tcspbmjxzh
d l q s r t x	dlqsrtx
x n b j f q	xnbjfq
d w l m k	dwlmk
g k n f w d	gknfwd
m w h r g q l b n	mwhrgqlbn
p c t w l s z g q v d r	pctwlszgqvdr
v g f x b n z h	vgfxbnzh
l r v d f w j c t	lrvdfwjct
m z g p q	mzgpq
x f r g b j	xfrgbj
t g k m	tgkm
g h l x r	ghlxr
l c j x m n p h z r	lcjxmnphzr
l x w k p	lxwkp
b m r q v f n s x	bmrqvfnsx
b x r f m j s d	bxrfmjsd
f h s z	fhsz
f b c h z x q	fbchzxq
h m r s t k l	hmrstkl
r l x g c z d j h	rlxgczdjh
n d q m j h k z s v	ndqmjhkzsv
s x z l	sxzl
r x p n z v	rxpnzv
d m k j h r	dmkjhr
f l m	flm
q n c	qnc
z c n d w p j q l m	zcndwpjqlm
c r k g q d j p	crkgqdjp
m r f w k d l	mrfwkdl
j q p s z v g k	jqpszvgk
k c t d	kctd
c r z n j	crznj
s j p l b q z f g d h k x	sjplbqzfgdhkx
q d w v t	qdwvt
k j h	kjh
n r k z q	nrkzq
q d v j c n m h t k	qdvjcnmhtk
c n l f j	cnlfj
w v f g b z h c q	wvfgbzhcq
v b c r p t f h	vbcrptfh
p s d f k x q c w z	psdfkxqcwz
b h f n r k d w g c q	bhfnrkdwgcq
t c l x h g w j	tclxhgwj
r d l h w x	rdlhwx
j s z w k d g l x	jszwkdglx
h s g v	hsgv
m f k j l r g n c	mfkjlrgnc
t h s k n x g	thsknxg
j s d q p k r c	jsdqpkrc
f c r z n t v h g w	fcrzntvhgw
w s q d	wsqd
x l p m t	xlpmt
b g v r d s	bgvrds
n v g	nvg
m f v l d t	mfvldt
l j x g n t r f b k c	ljxgntrfbkc
b r h m s z v q l c	brhmszvqlc
s g w t j h	sgwtjh
b s h l j v g	bshljvg
w c z n	wczn
t c d h	tcdh
b c n g r s m j	bcngrsmj
x c s z d j b	xcszdjb
v r z j l	vrzjl
q g t b w c m d l k	qgtbwcmdlk
m b s t l	mbstl
h c m g f t	hcmgft
s k x	skx
v b x f h j	vbxfhj
d l c	dlc
d x t s p	dxtsp
s w j l	swjl
k m x j	kmxj
r l t x s n m z q	rltxsnmzq
k m w j c f q d	kmwjcfqd
q f m p b l j k	qfmpbljk
z r j q x h t l s b k	zrjqxhtlsbk
t c z n r k h d b x j	tcznrkhdbxj
z v p w	zvpw
k v p c b q j x h	kvpcbqjxh
b l p z d	blpzd
t r l x w s	trlxws
j d m x q w l	jdmxqwl
z c m j	zcmj
l x h k f b w z g c d q v	lxhkfbwzgcdqv
r z b v q	rzbvq
z s g r t w x q d v	zsgrtwxqdv
w x j n s l g c	wxjnslgc
x k l s	xkls
b r w t j h	brwtjh
r h q d g x k n	rhqdgxkn
k q z p v h c t m r	kqzpvhctmr
g w n f	gwnf
d p l k z w f	dplkzwf
p r v b g f h c w	prvbgfhcw
x l k q g d p h n	xlkqgdphn
q z c b t g w k n x	qzcbtgwknx
n f d r h q l	nfdrhql
j m x z s h	jmxzsh
z g c t h d j r q k m	zgcthdjrqkm
p j r d z c	pjrdzc
d l r z v b p j x t h	dlrzvbpjxth
w c t x f	wctxf
q n c g z p m d b	qncgzpmdb
t q s d m h f l	tqsdmhfl
p h v l j d r	phvljdr
g w x s c q z r	gwxscqzr
z g d n j m p k v x	zgdnjmpkvx
m f j l	mfjl
s g l p h r x j	sglphrxj
r j b q z m n h	rjbqzmnh
h p v w r f	hpvwrf
d g s m k q n h c x	dgsmkqnhcx
v l r b z	vlrbz
v x w z	vxwz
m n b d	mnbd
x q v j t	xqvjt
s d c j t f x l v m g	sdcjtfxlvmg
l k n j z d g v x	lknjzdgvx
l x n p	lxnp
k x z m t s b j	kxzmtsbj
l t b k z	ltbkz
k n q b l p h f	knqblphf
b f s j c t x r l z h	bfsjctxrlzh
g h x k z	ghxkz
x z q r f h p	xzqrfhp
t w d	twd
d k f w j q t	dkfwjqt
m d c x l s f	mdcxlsf
z n h t x s f k q g	znhtxsfkqg
b q h s f m v	bqhsfmv
h r d j t c k	hrdjtck
j d t	jdt
l p f z j k b	lpfzjkb
q r g m h z	qrgmhz
g b n x p	gbnxp
w k l f h q z c j v t r	wklfhqzcjvtr
q s t p n m h x	qstpnmhx
d m q v z p g	dmqvzpg
x j d t p g r n w l	xjdtpgrnwl
x c k d m j l p	xckdmjlp
f p g t z k s	fpgtzks
m r v b c	mrvbc
m w l j s x q k z t f d	mwljsxqkztfd
l c q	lcq
j g p z	jgpz
n b x	nbx
v c z h w g	vczhwg
r f z t k m b c	rfztkmbc
s d n h q t b r x w c	sdnhqtbrxwc
n s m g t l h k d	nsmgtlhkd
p w t k d	pwtkd
f h t m g k s b x	fhtmgksbx
x r t l g f d k s	xrtlgfdks
v d l x g p	vdlxgp
s r v d	srvd
p j q h k n r	pjqhknr
t b l z x w k j r	tblzxwkjr
j k c z s h	jkczsh
d q g	dqg
d k n t	dknt
g q k b h v n r w l x	gqkbhvnrwlx
w q t c n f k p g	wqtcnfkpg
l b r s m q	lbrsmq
z b k v p l r m g	zbkvplrmg
c g s k f m x l b	cgskfmxlb
f c q d g w m h	fcqdgwmh
t q b s z	tqbsz
b l k p s j q	blkpsjq
j w m r v k z g c t	jwmrvkzgct
c f g v p k	cfgvpk
x w h q f v	xwhqfv
x f j w c s h g b	xfjwcshgb
l p b q t d s m	lpbqtdsm
r v l p f n m	rvlpfnm
k q p h l g z	kqphlgz
f t j g c p h v z m w b n	ftjgcphvzmwbn
n s d j k g t	nsdjkgt
r v d b w g p s x	rvdbwgpsx
t x z l r	txzlr
f x c h g b l m	fxchgblm
f l b p x r	flbpxr
m v r d k x b p t h s	mvrdkxbpths
t m d r q s w n p k h j	tmdrqswnpkhj
c q p m s j z w	cqpmsjzw
w h l c q m	whlcqm
f k t z h q	fktzhq
b c d m p	bcdmp
z m s x p n h	zmsxpnh
r n t l	rntl
g p h m	gphm
d s z r n j x t q f h	dszrnjxtqfh
p t z	ptz
n l k b p x w j v	nlkbpxwjv
p j t s l q	pjtslq
x k t n d m z q	xktndmzq
z s h d m l r q v g	zshdmlrqvg
x v s l j g m w	xvsljgmw
g j m p l f c k	gjmplfck
c l s j v h	clsjvh
j g p x v z l t q h c f m	jgpxvzltqhcfm
b q n r k s	bqnrks
z n g j x h w	zngjxhw
q f h v s n g	qfhvsng
b h m z d r s	bhmzdrs
c r j b z s n t x d	crjbzsntxd
m g p j l s b d f r x	mgpjlsbdfrx
n f d k h c j	nfdkhcj
f d j k x	fdjkx
f w p z b s n r t	fwpzbsnrt
k l c s p w	klcspw
q x k d p	qxkdp
k w c b d q t m h	kwcbdqtmh
r x v p k c	rxvpkc
x v k z f l n w d j	xvkzflnwdj
q c k z g f d n h x s	qckzgfdnhxs
t p b z n	tpbzn
p v d g	pvdg
m p r f j	mprfj
l d r f j z q b v	ldrfjzqbv
w j n b t k x d l h z m c f v	wjnbtkxdlhzmcfv
d w f	dwf
b r q j	brqj
j n q s k h	jnqskh
n b k c g q p j s h	nbkcgqpjsh
p n z k j w d m v r f	pnzkjwdmvrf
d r g h b f l	drghbfl
q k f j l m h b w x r z s	qkfjlmhbwxrzs
v d j n x l b	vdjnxlb
w s b j	wsbj
r z c t k s q	rzctksq
p z m t f g	pzmtfg
t b w m v l p f	tbwmvlpf
n l j g p k r w m s	nljgpkrwms
t k c w n d	tkcwnd
x p q b v	xpqbv
x t c w f	xtcwf
q h g j	qhgj
t v m q j f	tvmqjf
q x f t c	qxftc
d t c g q r w h l x n s	dtcgqrwhlxns
x j p f	xjpf
c v z d	cvzd
b h w x v d g t z r	bhwxvdgtzr
s x t f g l c n	sxtfglcn
k r t g d l	krtgdl
f v s l w z q n	fvslwzqn
k x s g w p	kxsgwp
s v r g c	svrgc
n m c t l v d q	nmctlvdq
h w s p v f k	hwspvfk
t s j p f c n q v	tsjpfcnqv
x k g v z p d j w	xkgvzpdjw
b w g k l	bwgkl
d w f b r q j g l	dwfbrqjgl
v q c f s k d r w g z b p j	vqcfskdrwgzbpj
x s t z c r	xstzcr
w f k r t d j z b	wfkrtdjzb
x l r n p b j v w	xlrnpbjvw
k s l w d x	kslwdx
d c r b g f p k v s m	dcrbgfpkvsm
k r z s w p g b	krzswpgb
l n b q x m	lnbqxm
l z p m s c x	lzpmscx
q k g w s	qkgws
f k q b r t l p	fkqbrtlp
w h r c	whrc
p q k c d t r	pqkcdtr
k h c g n r v	khcgnrv
t z q g c f d s j	tzqgcfdsj
b f h k q n r v j	bfhkqnrvj
n k l m v c b f z g	nklmvcbfzg
s r j h	srjh
j g h v x k	jghvxk
v c g f k m z l s j	vcgfkmzlsj
x s m p n h r j w c	xsmpnhrjwc
m v w n r j g t b d	mvwnrjgtbd
q s j k z f	qsjkzf
h n v t g j r p s	hnvtgjrps
l g q n r j t m k	lgqnrjtmk
k p z t v b	kpztvb
c m g r	cmgr
g z n x f j	gznxfj
l b z m k f	lbzmkf
h n z	hnz
v d s h c j n w	vdshcjnw
l w n t b p k f c z m	lwntbpkfczm
s g z d c x q	sgzdcxq
p m b g r n z	pmbgrnz
q g m h f s j t	qgmhfsjt
v h s	vhs
b w p v k c	bwpvkc
d x t s z	dxtsz
q v c	qvc
w s g q c f p r j	wsgqcfprj
v z x l n k t h d	vzxlnkthd
s j z t d g k q	sjztdgkq
z d n x p v g	zdnxpvg
k x h g s f l b t	kxhgsflbt
v g s w d p q t j x c	vgswdpqtjxc
v x m r l q	vxmrlq
p h s z r m w n	phszrmwn
n c w q z s k t b	ncwqzsktb
m z h r n b k	mzhrnbk
s x n r g l t q	sxnrgltq
d k g z f c l w	dkgzfclw
d g z b n	dgzbn
j q x v g z d r w l	jqxvgzdrwl
l f n d t j p c m r	lfndtjpcmr
h f l n q p b	hflnqpb
k t p	ktp
v g k c w n q	vgkcwnq
x h n j q	xhnjq
n z w v l x k s	nzwvlxks
j w n m x d c z	jwnmxdcz
g m b c w	gmbcw
d c x p b h l t m n j	dcxpbhltmnj
x m p c k f l	xmpckfl
d w s	dws
q k h d f v	qkhdfv
b l s j z r	blsjzr
x l r g w c k d s	xlrgwckds
z v l n s m	zvlnsm
d n g x p	dngxp
b z r s d m x	bzrsdmx
d c l n v w m g s t z k p	dclnvwmgstzkp
m v q s f d c k p l	mvqsfdckpl
f w t b d s	fwtbds
p r t d	prtd
j k b m v r g	jkbmvrg
v q b l n	vqbln
f q s z c r d	fqszcrd
w d r z c l s	wdrzcls
g r v l d q	grvldq
s q t w v n z f b x	sqtwvnzfbx
j k g l n q	jkglnq
m s c p l w n q	mscplwnq
d b f n w r l	dbfnwrl
r l c x v m q p f t	rlcxvmqpft
g r l m c	grlmc
s c f	scf
z p g m n t q	zpgmntq
b g h n t c r l p k	bghntcrlpk
n r p f v t w j x	nrpfvtwjx
p w f m k	pwfmk
l m f r	lmfr
c n v z r	cnvzr
g p r h j z l m x	gprhjzlmx
t p c	tpc
h m r	hmr
k d v	kdv
z t m l r	ztmlr
j g x v w n z b	jgxvwnzb
t p m q v n k z c x j	tpmqvnkzcxj
k q j z v f w	kqjzvfw
b d s t l z w k n	bdstlzwkn
w f l j d r h n k	wfljdrhnk
r x t n b h k z d m	rxtnbhkzdm
l f p t d q s h z	lfptdqshz
g q z l b w	gqzlbw
m k t q g h j	mktqghj
w x l d r	wxldr
n b d p z m l	nbdpzml
q c h k n w j m l	qchknwjml
n c g b z p s f r k v	ncgbzpsfrkv
g j v d	gjvd
t q v p z f s n	tqvpzfsn
l c n v w z d x s h	lcnvwzdxsh
g r h x m s p w c	grhxmspwc
x s t k h v r c m z	xstkhvrcmz
v k l p z c	vklpzc
v g f s l p t m d	vgfslptmd
h f l b s v k w	hflbsvkw
q b w t h r	qbwthr
v g s q w	vgsqw
s d j r h k	sdjrhk
f g l r z p q w	fglrzpqw
x m l b q j g p f	xmlbqjgpf
z p s c r f n	zpscrfn
v w d s m f x n t l	vwdsmfxntl
r x c g m h k j	rxcgmhkj
j t n q z	jtnqz
c m p b	cmpb
d p s x v m c j w	dpsxvmcjw
k n m v b h p j f	knmvbhpjf
c n b w m	cnbwm
c b x f s r d	cbxfsrd
w l j v z g	wljvzg
n d b q k	ndbqk
s l c g b h t p m z	slcgbhtpmz
v g z m s k d n p r	vgzmskdnpr
p v g x s z	pvgxsz
l s f z t w x q k	lsfztwxqk
z g m n x q	zgmnxq
t f h	tfh
p f m r b	pfmrb
h f j r k g s	hfjrkgs
p b k m n z q d c s	pbkmnzqdcs
b w h v s c j f	bwhvscjf
d z t l j v n w k	dztljvnwk
s g f t r l q p k	sgftrlqpk
c f q l r p	cfqlrp
m q x s d r z b	mqxsdrzb
g q m j f	gqmjf
q w t z k r x	qwtzkrx
z m c p	zmcp
t r k j l x	trkjlx
w d z l m x r	wdzlmxr
f v h p	fvhp
h v q p t w r n m d	hvqptwrnmd
n m f w q p b	nmfwqpb
t v l m n q c b g d	tvlmnqcbgd
b q x d n	bqxdn
g h x q d m	ghxqdm
h r m t z w q j f k x	hrmtzwqjfkx
c h d k f z w	chdkfzw
q t j b x d p m g	qtjbxdpmg
k m r f n	kmrfn
m s q c	msqc
p t v z w k s	ptvzwks
m t k v j f s d n	mtkvjfsdn
b t x s m g q j k p	btxsmgqjkp
f k s h x g l b	fkshxglb
q w h p	qwhp
d p v s z	dpvsz
b m h d c s z x	bmhdcszx
n g p b h z w j s d	ngpbhzwjsd
v b l j k w r	vbljkwr
k g f l p	kgflp
d t x p m z g n k c	dtxpmzgnkc
x k s l c n b m	xkslcnbm
z l d h f k j m c	zldhfkjmc
p z n x c g s	pznxcgs
n v h j k x p d w	nvhjkxpdw
t j z v l k	tjzvlk
l k m v g	lkmvg
