input1	label
generative	g e n e r a t i v e
hippocampal	h i p p o c a m p a l
assyrian	a s s y r i a n
atlassian	a t l a s s i a n
technik	t e c h n i k
vineland	v i n e l a n d
repetitions	r e p e t i t i o n s
commentaires	c o m m e n t a i r e s
ters	t e r s
pensioner	p e n s i o n e r
stuttering	s t u t t e r i n g
forcefully	f o r c e f u l l y
depo	d e p o
edinburg	e d i n b u r g
spellbound	s p e l l b o u n d
kwanzaa	k w a n z a a
kzsu	k z s u
mascots	m a s c o t s
bretagne	b r e t a g n e
harrisonburg	h a r r i s o n b u r g
cadbury	c a d b u r y
scoble	s c o b l e
aor	a o r
conundrum	c o n u n d r u m
bullard	b u l l a r d
aiff	a i f f
tengo	t e n g o
domenico	d o m e n i c o
comedic	c o m e d i c
fend	f e n d
apical	a p i c a l
synoptic	s y n o p t i c
sapphires	s a p p h i r e s
miyazaki	m i y a z a k i
beryllium	b e r y l l i u m
disinfectant	d i s i n f e c t a n t
sentra	s e n t r a
compressing	c o m p r e s s i n g
joi	j o i
jokers	j o k e r s
wci	w c i
piglet	p i g l e t
wildcards	w i l d c a r d s
intoxicating	i n t o x i c a t i n g
tresor	t r e s o r
crumble	c r u m b l e
sketchbook	s k e t c h b o o k
resorted	r e s o r t e d
bbd	b b d
halliday	h a l l i d a y
lecturing	l e c t u r i n g
retreated	r e t r e a t e d
manolo	m a n o l o
tifton	t i f t o n
repre	r e p r e
hendrickson	h e n d r i c k s o n
windhoek	w i n d h o e k
lomond	l o m o n d
atapi	a t a p i
hbh	h b h
senza	s e n z a
eccles	e c c l e s
magdalene	m a g d a l e n e
ofa	o f a
dcu	d c u
spatula	s p a t u l a
intergenerational	i n t e r g e n e r a t i o n a l
epub	e p u b
cates	c a t e s
featurette	f e a t u r e t t e
gotcha	g o t c h a
kindersley	k i n d e r s l e y
drifter	d r i f t e r
cvsnt	c v s n t
ogy	o g y
veer	v e e r
lagerfeld	l a g e r f e l d
netted	n e t t e d
lewin	l e w i n
youve	y o u v e
unaids	u n a i d s
larue	l a r u e
stardom	s t a r d o m
assad	a s s a d
glenview	g l e n v i e w
brantford	b r a n t f o r d
kelis	k e l i s
nola	n o l a
dispel	d i s p e l
lxr	l x r
toastmasters	t o a s t m a s t e r s
warships	w a r s h i p s
appr	a p p r
recs	r e c s
ranchi	r a n c h i
exotics	e x o t i c s
articulating	a r t i c u l a t i n g
jiffy	j i f f y
tamar	t a m a r
woodbine	w o o d b i n e
goodall	g o o d a l l
gconf	g c o n f
verkaufen	v e r k a u f e n
scalextric	s c a l e x t r i c
ryobi	r y o b i
straightening	s t r a i g h t e n i n g
qname	q n a m e
immerse	i m m e r s e
farris	f a r r i s
joinwelcome	j o i n w e l c o m e
envious	e n v i o u s
regretted	r e g r e t t e d
cce	c c e
wittenberg	w i t t e n b e r g
colic	c o l i c
oni	o n i
capone	c a p o n e
membre	m e m b r e
adolph	a d o l p h
mtp	m t p
busines	b u s i n e s
rebounding	r e b o u n d i n g
usborne	u s b o r n e
farthest	f a r t h e s t
hirsute	h i r s u t e
iniquity	i n i q u i t y
prelim	p r e l i m
prepress	p r e p r e s s
rop	r o p
fooling	f o o l i n g
militias	m i l i t i a s
ttd	t t d
commodores	c o m m o d o r e s
ecnext	e c n e x t
dbf	d b f
goldsboro	g o l d s b o r o
ashburn	a s h b u r n
roslyn	r o s l y n
neverland	n e v e r l a n d
coolio	c o o l i o
vaulted	v a u l t e d
warms	w a r m s
lindbergh	l i n d b e r g h
freeciv	f r e e c i v
formalities	f o r m a l i t i e s
indice	i n d i c e
vertebral	v e r t e b r a l
ectopic	e c t o p i c
abcs	a b c s
lge	l g e
resounding	r e s o u n d i n g
bnl	b n l
aku	a k u
coulomb	c o u l o m b
minton	m i n t o n
oban	o b a n
restatement	r e s t a t e m e n t
wakeboard	w a k e b o a r d
unscheduled	u n s c h e d u l e d
brazos	b r a z o s
saucy	s a u c y
dbc	d b c
visser	v i s s e r
clipland	c l i p l a n d
blistering	b l i s t e r i n g
illuminates	i l l u m i n a t e s
thermocouple	t h e r m o c o u p l e
masala	m a s a l a
clt	c l t
masque	m a s q u e
kazan	k a z a n
shillings	s h i l l i n g s
drw	d r w
gleaned	g l e a n e d
rosas	r o s a s
decomposed	d e c o m p o s e d
flowery	f l o w e r y
rdram	r d r a m
scandalous	s c a n d a l o u s
mcclain	m c c l a i n
maki	m a k i
rosenbaum	r o s e n b a u m
eagan	e a g a n
slv	s l v
sunburn	s u n b u r n
blas	b l a s
pleistocene	p l e i s t o c e n e
nips	n i p s
sfi	s f i
canisters	c a n i s t e r s
ciel	c i e l
menacing	m e n a c i n g
elector	e l e c t o r
kas	k a s
lili	l i l i
waddell	w a d d e l l
solvency	s o l v e n c y
lynette	l y n e t t e
neurotic	n e u r o t i c
plainview	p l a i n v i e w
fielded	f i e l d e d
bituminous	b i t u m i n o u s
askew	a s k e w
blowfish	b l o w f i s h
zyprexa	z y p r e x a
phipps	p h i p p s
groan	g r o a n
altrincham	a l t r i n c h a m
workin	w o r k i n
dusting	d u s t i n g
afton	a f t o n
topologies	t o p o l o g i e s
touts	t o u t s
pino	p i n o
xelibri	x e l i b r i
lombardy	l o m b a r d y
uncontrollable	u n c o n t r o l l a b l e
lora	l o r a
mendez	m e n d e z
undelete	u n d e l e t e
shackles	s h a c k l e s
samuels	s a m u e l s
shrines	s h r i n e s
bridged	b r i d g e d
rajesh	r a j e s h
soros	s o r o s
unjustified	u n j u s t i f i e d
consenting	c o n s e n t i n g
torturing	t o r t u r i n g
nfo	n f o
crf	c r f
toile	t o i l e
digitale	d i g i t a l e
sitcoms	s i t c o m s
analogues	a n a l o g u e s
leukaemia	l e u k a e m i a
ukulele	u k u l e l e
relentlessly	r e l e n t l e s s l y
paperboard	p a p e r b o a r d
bracken	b r a c k e n
fied	f i e d
cobain	c o b a i n
trillian	t r i l l i a n
couches	c o u c h e s
offaly	o f f a l y
decadence	d e c a d e n c e
girlie	g i r l i e
ilcs	i l c s
friggin	f r i g g i n
antes	a n t e s
nourishing	n o u r i s h i n g
davinci	d a v i n c i
herschel	h e r s c h e l
reconsidered	r e c o n s i d e r e d
oxon	o x o n
expressionengine	e x p r e s s i o n e n g i n e
bains	b a i n s
rse	r s e
callbacks	c a l l b a c k s
cdv	c d v
hannity	h a n n i t y
anche	a n c h e
arduous	a r d u o u s
morten	m o r t e n
replicates	r e p l i c a t e s
sidewinder	s i d e w i n d e r
queueing	q u e u e i n g
slugger	s l u g g e r
humidifiers	h u m i d i f i e r s
desai	d e s a i
assimilated	a s s i m i l a t e d
watermarks	w a t e r m a r k s
hingis	h i n g i s
vacanze	v a c a n z e
onenote	o n e n o t e
creeps	c r e e p s
montebello	m o n t e b e l l o
streetcar	s t r e e t c a r
stoker	s t o k e r
fulcrum	f u l c r u m
sadistic	s a d i s t i c
cassiopeia	c a s s i o p e i a
corwin	c o r w i n
gripped	g r i p p e d
qut	q u t
sama	s a m a
martingale	m a r t i n g a l e
saucony	s a u c o n y
winslet	w i n s l e t
criticizes	c r i t i c i z e s
unscrupulous	u n s c r u p u l o u s
baytown	b a y t o w n
synchronizing	s y n c h r o n i z i n g
reclassification	r e c l a s s i f i c a t i o n
nymphs	n y m p h s
woohoo	w o o h o o
htl	h t l
caithness	c a i t h n e s s
takeaway	t a k e a w a y
unsettled	u n s e t t l e d
timeouts	t i m e o u t s
reit	r e i t
inseparable	i n s e p a r a b l e
caso	c a s o
dietz	d i e t z
jurist	j u r i s t
devo	d e v o
morgage	m o r g a g e
koo	k o o
ducky	d u c k y
vestal	v e s t a l
bola	b o l a
mdb	m d b
multimodal	m u l t i m o d a l
dismisses	d i s m i s s e s
variously	v a r i o u s l y
recenter	r e c e n t e r
hematite	h e m a t i t e
hensley	h e n s l e y
asterix	a s t e r i x
hokies	h o k i e s
blumenthal	b l u m e n t h a l
multinationals	m u l t i n a t i o n a l s
aag	a a g
arran	a r r a n
unintentionally	u n i n t e n t i o n a l l y
debs	d e b s
sprites	s p r i t e s
playin	p l a y i n
emeril	e m e r i l
mcalester	m c a l e s t e r
adria	a d r i a
dashing	d a s h i n g
shipman	s h i p m a n
burzi	b u r z i
tiring	t i r i n g
incinerator	i n c i n e r a t o r
abate	a b a t e
muenchen	m u e n c h e n
convening	c o n v e n i n g
unorthodox	u n o r t h o d o x
fibroblast	f i b r o b l a s t
gloryholes	g l o r y h o l e s
carrick	c a r r i c k
piloting	p i l o t i n g
immersive	i m m e r s i v e
darmowe	d a r m o w e
catagory	c a t a g o r y
glob	g l o b
cisplatin	c i s p l a t i n
rpa	r p a
fertiliser	f e r t i l i s e r
nuova	n u o v a
halstead	h a l s t e a d
voids	v o i d s
vig	v i g
reinvent	r e i n v e n t
pender	p e n d e r
bellied	b e l l i e d
oilfield	o i l f i e l d
afrique	a f r i q u e
ream	r e a m
mila	m i l a
roundtrip	r o u n d t r i p
mpl	m p l
kickin	k i c k i n
decreed	d e c r e e d
mossy	m o s s y
hiatt	h i a t t
ores	o r e s
droid	d r o i d
addenda	a d d e n d a
banque	b a n q u e
restorations	r e s t o r a t i o n s
boll	b o l l
knightley	k n i g h t l e y
worksite	w o r k s i t e
lcg	l c g
typename	t y p e n a m e
aris	a r i s
isv	i s v
doctype	d o c t y p e
balinese	b a l i n e s e
sportster	s p o r t s t e r
dence	d e n c e
lesbi	l e s b i
keyhole	k e y h o l e
saversoftware	s a v e r s o f t w a r e
usages	u s a g e s
wickham	w i c k h a m
bursaries	b u r s a r i e s
cuny	c u n y
cardiopulmonary	c a r d i o p u l m o n a r y
biologic	b i o l o g i c
vieux	v i e u x
wanadoo	w a n a d o o
bowels	b o w e l s
shiatsu	s h i a t s u
homewares	h o m e w a r e s
dpc	d p c
cornet	c o r n e t
schizophrenic	s c h i z o p h r e n i c
reversion	r e v e r s i o n
unplug	u n p l u g
albergo	a l b e r g o
pressroom	p r e s s r o o m
gingrich	g i n g r i c h
sanctuaries	s a n c t u a r i e s
basra	b a s r a
greenbrier	g r e e n b r i e r
superoxide	s u p e r o x i d e
porcine	p o r c i n e
oldfield	o l d f i e l d
wxdxh	w x d x h
convicts	c o n v i c t s
luder	l u d e r
shim	s h i m
manx	m a n x
understatement	u n d e r s t a t e m e n t
osman	o s m a n
geda	g e d a
tormented	t o r m e n t e d
immanuel	i m m a n u e l
whistleblower	w h i s t l e b l o w e r
hopi	h o p i
idd	i d d
gol	g o l
bayswater	b a y s w a t e r
lyne	l y n e
epox	e p o x
kennewick	k e n n e w i c k
subtree	s u b t r e e
lodger	l o d g e r
inshore	i n s h o r e
ibd	i b d
hepnames	h e p n a m e s
benn	b e n n
kettler	k e t t l e r
clots	c l o t s
reducer	r e d u c e r
naturists	n a t u r i s t s
lvd	l v d
flonase	f l o n a s e
santee	s a n t e e
sympa	s y m p a
thunderbolt	t h u n d e r b o l t
claudius	c l a u d i u s
hinsdale	h i n s d a l e
trav	t r a v
spina	s p i n a
meatballs	m e a t b a l l s
underrepresented	u n d e r r e p r e s e n t e d
tremors	t r e m o r s
bpl	b p l
etb	e t b
brane	b r a n e
apropos	a p r o p o s
tightness	t i g h t n e s s
tracklisting	t r a c k l i s t i n g
pitiful	p i t i f u l
horizonte	h o r i z o n t e
rgd	r g d
concatenation	c o n c a t e n a t i o n
suffixes	s u f f i x e s
kilmer	k i l m e r
cloverdale	c l o v e r d a l e
barbera	b a r b e r a
seascape	s e a s c a p e
winkel	w i n k e l
amdt	a m d t
linings	l i n i n g s
horseradish	h o r s e r a d i s h
sparrows	s p a r r o w s
telepharmacy	t e l e p h a r m a c y
itasca	i t a s c a
varbusiness	v a r b u s i n e s s
paulsen	p a u l s e n
bleached	b l e a c h e d
cortina	c o r t i n a
ides	i d e s
arbiter	a r b i t e r
hazelnut	h a z e l n u t
ashfield	a s h f i e l d
chaco	c h a c o
reintegration	r e i n t e g r a t i o n
locomotion	l o c o m o t i o n
pampering	p a m p e r i n g
hus	h u s
antimony	a n t i m o n y
hater	h a t e r
boland	b o l a n d
buoyant	b u o y a n t
airtime	a i r t i m e
surrealism	s u r r e a l i s m
expel	e x p e l
imi	i m i
eit	e i t
martine	m a r t i n e
clamshell	c l a m s h e l l
tonk	t o n k
luminance	l u m i n a n c e
ixtapa	i x t a p a
gryphon	g r y p h o n
ecos	e c o s
cair	c a i r
rochas	r o c h a s
combatant	c o m b a t a n t
farnsworth	f a r n s w o r t h
synchronisation	s y n c h r o n i s a t i o n
suresh	s u r e s h
minnow	m i n n o w
bloor	b l o o r
swoop	s w o o p
gumbo	g u m b o
faqforum	f a q f o r u m
neuter	n e u t e r
kunal	k u n a l
prejudicial	p r e j u d i c i a l
jossey	j o s s e y
rci	r c i
gente	g e n t e
upa	u p a
melamine	m e l a m i n e
wonwinglo	w o n w i n g l o
episodic	e p i s o d i c
introspection	i n t r o s p e c t i o n
xcel	x c e l
jurys	j u r y s
descendents	d e s c e n d e n t s
meister	m e i s t e r
mariage	m a r i a g e
ezmlm	e z m l m
twikiaccesscontrol	t w i k i a c c e s s c o n t r o l
tonos	t o n o s
lated	l a t e d
montero	m o n t e r o
divisive	d i v i s i v e
soci	s o c i
guia	g u i a
gastonia	g a s t o n i a
benedictine	b e n e d i c t i n e
inappropriately	i n a p p r o p r i a t e l y
reputations	r e p u t a t i o n s
vitally	v i t a l l y
mavis	m a v i s
valentina	v a l e n t i n a
lubricating	l u b r i c a t i n g
undivided	u n d i v i d e d
itworld	i t w o r l d
deca	d e c a
chatted	c h a t t e d
lured	l u r e d
branford	b r a n f o r d
hurling	h u r l i n g
kody	k o d y
accruals	a c c r u a l s
brevity	b r e v i t y
epitope	e p i t o p e
visage	v i s a g e
jdj	j d j
crenshaw	c r e n s h a w
perlman	p e r l m a n
prickly	p r i c k l y
medallions	m e d a l l i o n s
rokr	r o k r
usg	u s g
microtel	m i c r o t e l
rsx	r s x
septembre	s e p t e m b r e
graff	g r a f f
jcsg	j c s g
astonishment	a s t o n i s h m e n t
fds	f d s
cooney	c o o n e y
whittle	w h i t t l e
overshadowed	o v e r s h a d o w e d
gmthttp	g m t h t t p
rayburn	r a y b u r n
etat	e t a t
rescuing	r e s c u i n g
suppressant	s u p p r e s s a n t
hecht	h e c h t
sportsnation	s p o r t s n a t i o n
sso	s s o
ccnp	c c n p
reworked	r e w o r k e d
sensibilities	s e n s i b i l i t i e s
etl	e t l
catapult	c a t a p u l t
meritorious	m e r i t o r i o u s
vries	v r i e s
procurve	p r o c u r v e
cbot	c b o t
elitist	e l i t i s t
convoluted	c o n v o l u t e d
iberian	i b e r i a n
optoelectronics	o p t o e l e c t r o n i c s
beheld	b e h e l d
mailscanner	m a i l s c a n n e r
kazakh	k a z a k h
martyrdom	m a r t y r d o m
stimulator	s t i m u l a t o r
manna	m a n n a
octobre	o c t o b r e
schoolchildren	s c h o o l c h i l d r e n
commweb	c o m m w e b
thornhill	t h o r n h i l l
moorings	m o o r i n g s
tweezers	t w e e z e r s
lani	l a n i
ouvir	o u v i r
filetype	f i l e t y p e
buddhists	b u d d h i s t s
bearcats	b e a r c a t s
fanclub	f a n c l u b
soars	s o a r s
boehringer	b o e h r i n g e r
brasileira	b r a s i l e i r a
webservices	w e b s e r v i c e s
kinematic	k i n e m a t i c
chemie	c h e m i e
gnat	g n a t
housework	h o u s e w o r k
gunpowder	g u n p o w d e r
undressed	u n d r e s s e d
southward	s o u t h w a r d
inoue	i n o u e
unsupervised	u n s u p e r v i s e d
liszt	l i s z t
zwei	z w e i
norvegicus	n o r v e g i c u s
copycat	c o p y c a t
orrin	o r r i n
zorn	z o r n
snooping	s n o o p i n g
hashem	h a s h e m
telesyn	t e l e s y n
recounted	r e c o u n t e d
mcb	m c b
imple	i m p l e
denials	d e n i a l s
prussian	p r u s s i a n
adorn	a d o r n
dorms	d o r m s
elist	e l i s t
laminates	l a m i n a t e s
ingalls	i n g a l l s
checksums	c h e c k s u m s
tandberg	t a n d b e r g
iirc	i i r c
mackinnon	m a c k i n n o n
roddy	r o d d y
contemplative	c o n t e m p l a t i v e
margolis	m a r g o l i s
erotaste	e r o t a s t e
pimps	p i m p s
mcdougall	m c d o u g a l l
awkwardly	a w k w a r d l y
etta	e t t a
projets	p r o j e t s
smg	s m g
mpx	m p x
fhm	f h m
lik	l i k
belles	b e l l e s
stipulations	s t i p u l a t i o n s
travelzoo	t r a v e l z o o
lifeless	l i f e l e s s
baffle	b a f f l e
pared	p a r e d
thermally	t h e r m a l l y
sobriety	s o b r i e t y
teleconferencing	t e l e c o n f e r e n c i n g
albino	a l b i n o
cargill	c a r g i l l
hyd	h y d
visualizing	v i s u a l i z i n g
slums	s l u m s
mothercare	m o t h e r c a r e
sprinter	s p r i n t e r
isomorphic	i s o m o r p h i c
pepperdine	p e p p e r d i n e
burnet	b u r n e t
cvc	c v c
mahon	m a h o n
conjugation	c o n j u g a t i o n
spaniards	s p a n i a r d s
macally	m a c a l l y
anklets	a n k l e t s
impasse	i m p a s s e
disinformation	d i s i n f o r m a t i o n
beavis	b e a v i s
piloted	p i l o t e d
delicatessens	d e l i c a t e s s e n s
intensively	i n t e n s i v e l y
echocardiography	e c h o c a r d i o g r a p h y
pav	p a v
amok	a m o k
successively	s u c c e s s i v e l y
riddick	r i d d i c k
cucumbers	c u c u m b e r s
sexism	s e x i s m
ordinates	o r d i n a t e s
squaw	s q u a w
snowdon	s n o w d o n
gallaries	g a l l a r i e s
baldur	b a l d u r
pomegranate	p o m e g r a n a t e
glas	g l a s
elon	e l o n
beasty	b e a s t y
bouts	b o u t s
arty	a r t y
leukocyte	l e u k o c y t e
transcends	t r a n s c e n d s
chau	c h a u
murmur	m u r m u r
cotter	c o t t e r
peptidase	p e p t i d a s e
bookkeeper	b o o k k e e p e r
crickets	c r i c k e t s
fsi	f s i
postmodernism	p o s t m o d e r n i s m
osm	o s m
squeaky	s q u e a k y
silicate	s i l i c a t e
extinguishing	e x t i n g u i s h i n g
alcohols	a l c o h o l s
zydeco	z y d e c o
noche	n o c h e
testi	t e s t i
attache	a t t a c h e
bulging	b u l g i n g
trujillo	t r u j i l l o
predictably	p r e d i c t a b l y
chemise	c h e m i s e
weider	w e i d e r
shareholding	s h a r e h o l d i n g
giordano	g i o r d a n o
epics	e p i c s
smug	s m u g
cardiomyopathy	c a r d i o m y o p a t h y
aprilia	a p r i l i a
flanking	f l a n k i n g
mcnabb	m c n a b b
lenz	l e n z
homeencarta	h o m e e n c a r t a
disconnection	d i s c o n n e c t i o n
scada	s c a d a
dons	d o n s
spacetime	s p a c e t i m e
stadt	s t a d t
trb	t r b
awol	a w o l
espa	e s p a
prejudiced	p r e j u d i c e d
bionic	b i o n i c
larva	l a r v a
batista	b a t i s t a
laziness	l a z i n e s s
bookshops	b o o k s h o p s
feynman	f e y n m a n
captioning	c a p t i o n i n g
sibelius	s i b e l i u s
obstetric	o b s t e t r i c
marigold	m a r i g o l d
ostsee	o s t s e e
martel	m a r t e l
hcfa	h c f a
ino	i n o
ctm	c t m
whi	w h i
typesetting	t y p e s e t t i n g
mouldings	m o u l d i n g s
tireless	t i r e l e s s
ervin	e r v i n
chroma	c h r o m a
leander	l e a n d e r
growl	g r o w l
steinbeck	s t e i n b e c k
pusy	p u s y
biblioteca	b i b l i o t e c a
neutrophils	n e u t r o p h i l s
dunbartonshire	d u n b a r t o n s h i r e
lollipop	l o l l i p o p
gorges	g o r g e s
brash	b r a s h
avl	a v l
opi	o p i
stata	s t a t a
declaratory	d e c l a r a t o r y
corus	c o r u s
canons	c a n o n s
elph	e l p h
naf	n a f
htp	h t p
hydrate	h y d r a t e
ubb	u b b
pastimes	p a s t i m e s
diurnal	d i u r n a l
littlefield	l i t t l e f i e l d
neutrinos	n e u t r i n o s
aso	a s o
bric	b r i c
subways	s u b w a y s
coolness	c o o l n e s s
tui	t u i
leominster	l e o m i n s t e r
ncsa	n c s a
snipsnap	s n i p s n a p
busca	b u s c a
negativity	n e g a t i v i t y
arcview	a r c v i e w
recumbent	r e c u m b e n t
shipwreck	s h i p w r e c k
picasa	p i c a s a
fader	f a d e r
tortillas	t o r t i l l a s
awww	a w w w
dara	d a r a
unconsciously	u n c o n s c i o u s l y
buffaloes	b u f f a l o e s
marne	m a r n e
ragga	r a g g a
innova	i n n o v a
doorbell	d o o r b e l l
dissolving	d i s s o l v i n g
ebc	e b c
sgl	s g l
osmond	o s m o n d
unsettling	u n s e t t l i n g
snps	s n p s
explicito	e x p l i c i t o
phila	p h i l a
bugger	b u g g e r
persson	p e r s s o n
embolism	e m b o l i s m
iip	i i p
silverplate	s i l v e r p l a t e
lats	l a t s
ovc	o v c
roebuck	r o e b u c k
highness	h i g h n e s s
sbp	s b p
lipton	l i p t o n
abstracted	a b s t r a c t e d
starling	s t a r l i n g
typhoid	t y p h o i d
coreldraw	c o r e l d r a w
haney	h a n e y
perfecting	p e r f e c t i n g
globemedia	g l o b e m e d i a
adrenalin	a d r e n a l i n
murphys	m u r p h y s
nez	n e z
nicklaus	n i c k l a u s
yardley	y a r d l e y
afghani	a f g h a n i
tst	t s t
furtherance	f u r t h e r a n c e
hrd	h r d
haulers	h a u l e r s
energize	e n e r g i z e
prohibitive	p r o h i b i t i v e
sydd	s y d d
nida	n i d a
barcodes	b a r c o d e s
dlink	d l i n k
suis	s u i s
slits	s l i t s
includ	i n c l u d
inquires	i n q u i r e s
orgie	o r g i e
macnn	m a c n n
danni	d a n n i
imaged	i m a g e d
sprayers	s p r a y e r s
yule	y u l e
lindberg	l i n d b e r g
filesharing	f i l e s h a r i n g
calibrations	c a l i b r a t i o n s
atorvastatin	a t o r v a s t a t i n
teague	t e a g u e
phantasy	p h a n t a s y
vantec	v a n t e c
lattices	l a t t i c e s
cucamonga	c u c a m o n g a
