input1	label
w h i n e	whine
m o b i p o c k e t	mobipocket
s t r e p t o c o c c u s	streptococcus
n u s	nus
m u r c i a	murcia
l a n d f i l l s	landfills
m c k n i g h t	mcknight
f a t a l i t y	fatality
t i e r r a	tierra
e d d	edd
b a u d	baud
m c f a r l a n d	mcfarland
d e s i g n l i n e	designline
l o o m i n g	looming
u n d i e s	undies
p r e p a y	prepay
s p e d	sped
k o d i a k	kodiak
p r i n t o u t	printout
n o n r e s i d e n t	nonresident
m a r y s v i l l e	marysville
c u r s o	curso
p a l m o s	palmos
d o r s e y	dorsey
a n k l e s	ankles
r o o	roo
s o u l f u l	soulful
m o s q u e s	mosques
w e b s e a r c h	websearch
i n f o t r a c	infotrac
m p g s	mpgs
f o u l s	fouls
o p e n s s h	openssh
b r a v e n e t	bravenet
f u c h s	fuchs
g u e r i l l a	guerilla
e t s i	etsi
s q u e e z i n g	squeezing
f i s k	fisk
c a n e s	canes
s e r e n d i p i t y	serendipity
f o l l o w e r	follower
e u l e r	euler
s e q u e n t i a l l y	sequentially
y o g i	yogi
l a n d s l i d e	landslide
h o w t o s	howtos
s k o o l	skool
a l u m i n a	alumina
d e g e n e r a t e	degenerate
s p i k e d	spiked
e v o l v e s	evolves
c r u	cru
m i s r e p r e s e n t a t i o n	misrepresentation
i b e r i a	iberia
a n a k i n	anakin
d u f f e l	duffel
g o o d r i c h	goodrich
s t r u n g	strung
s u b f a m i l y	subfamily
c h a n t i n g	chanting
w r e s t l e r	wrestler
p e r e n n i a l s	perennials
o f f i c i a t i n g	officiating
h e r m i t	hermit
b e h a v i n g	behaving
a r y	ary
c o l b e r t	colbert
m a t c h m a k e r	matchmaker
s a g i t t a r i u s	sagittarius
l o c a t e s	locates
d y s f u n c t i o n a l	dysfunctional
m a a s t r i c h t	maastricht
b u l l e t p r o o f	bulletproof
j o s i a h	josiah
d e e p e n	deepen
m c r	mcr
u g a	uga
s t e n o s i s	stenosis
c h g	chg
a c a d i a	acadia
e s o	eso
r e c e n t c h a n g e s	recentchanges
r e m y	remy
p a t s	pats
a b r a s i o n	abrasion
v a l e n t i n	valentin
e i n d h o v e n	eindhoven
m o r a	mora
c r i	cri
e n r i c o	enrico
r e c i p r o c i t y	reciprocity
o p p o r t u n i s t i c	opportunistic
p c l	pcl
a n a l o g s	analogs
b b a	bba
c r e a s e	crease
h i l l c r e s t	hillcrest
c a n t o r	cantor
w i s	wis
e c o n o m e t r i c	econometric
o o k	ook
t r a f f o r d	trafford
o p i e	opie
c r o	cro
b a r t h o l o m e w	bartholomew
e l k h a r t	elkhart
r i n g e r s	ringers
d i c e d	diced
f a i r g r o u n d s	fairgrounds
c u y a h o g a	cuyahoga
p e r s e v e r a n c e	perseverance
p l t	plt
c a r t o n s	cartons
m u s t a n g s	mustangs
e n c	enc
a d d o n s	addons
w s t r i c t	wstrict
c a t a l o n i a	catalonia
g o w	gow
p h a r m a c o l o g i c a l	pharmacological
h e a d w e a r	headwear
p a e d i a t r i c	paediatric
g e n i t a l s	genitals
h e n d r i c k s	hendricks
i v r	ivr
t e l e m e d i c i n e	telemedicine
j u d i	judi
y o r k t o w n	yorktown
i m p e d e	impede
i c o m	icom
a c a d e m i c a l l y	academically
c h i l t o n	chilton
c b o	cbo
a m a y a	amaya
f l i c k r b l o g	flickrblog
c l a s p s	clasps
t i l t e d	tilted
v i c a r	vicar
c o n f i n e s	confines
f u l b r i g h t	fulbright
f o a f	foaf
c l l r	cllr
p r a n k	prank
d a s s	dass
r e p e n t	repent
f u l l t e x t	fulltext
d i o	dio
a g r e e a b l e	agreeable
c e n t r u m	centrum
t e c r a	tecra
k i n k s	kinks
r i d d l e s	riddles
u n i s y s	unisys
p r e s c h o o l s	preschools
b e n n i n g t o n	bennington
m c a l l e n	mcallen
p u l p i t	pulpit
a p p r e c i a t e s	appreciates
c o n t o u r e d	contoured
a b e r d e e n s h i r e	aberdeenshire
i c m	icm
s c h e n e c t a d y	schenectady
m a r s h e s	marshes
s c h e m a t i c s	schematics
b e l l i e s	bellies
d o j o	dojo
e s e r v e r	eserver
c o r r o s i v e	corrosive
a m b u s h	ambush
n i n	nin
i n t e r f a c i n g	interfacing
b o r r o w i n g s	borrowings
h r t	hrt
p a l a z z o	palazzo
f r a n c i s c a n	franciscan
h e p a r i n	heparin
u n i v e r s i t e i t	universiteit
f i g u r a t i v e	figurative
g a i t	gait
h a r d c o p y	hardcopy
e m p h a s i s e d	emphasised
c o n n e c t i v e	connective
b o n f i r e	bonfire
a v e r s i o n	aversion
n i h o n	nihon
o s o	oso
a d k i n s	adkins
d u n l a p	dunlap
n s c	nsc
i r r	irr
c l o n a z e p a m	clonazepam
w i k i n a m e	wikiname
g a i t h e r s b u r g	gaithersburg
v i c e n t e	vicente
b i o p h y s i c s	biophysics
c h r o m a t i n	chromatin
m a t h i s	mathis
b u l o v a	bulova
r o x a n n e	roxanne
f c a	fca
d r g	drg
s t i l e s	stiles
s t e w a r d s	stewards
r e f u r b	refurb
c h a u f f e u r	chauffeur
w a s t e l a n d	wasteland
e l i c i t	elicit
p l o t t e r	plotter
f i n d l a y	findlay
h e n r i e t t a	henrietta
s l a p p e d	slapped
b i t t e n	bitten
c y m r a e g	cymraeg
a l c	alc
m e e k	meek
l i n d	lind
p h o n e b o o k	phonebook
d o o d l e	doodle
a r b	arb
w a b a s h	wabash
s a l a m a n c a	salamanca
m a r t y n	martyn
d y n a m o	dynamo
h o b s o n	hobson
c h r o n o l o g i c a l l y	chronologically
w m s	wms
w h i t f i e l d	whitfield
s t o w	stow
m c h e n r y	mchenry
e i d e	eide
a s s y	assy
d u s s e l d o r f	dusseldorf
s u m m o n	summon
s k e l e t o n s	skeletons
m m o l	mmol
s h a b b a t	shabbat
n c l b	nclb
p a r c h m e n t	parchment
a c c o m m o d a t e s	accommodates
l i n g u a	lingua
c m i	cmi
s t a c k e r	stacker
d i s t r a c t i o n s	distractions
f o r f e i t	forfeit
p e p e	pepe
p a d d l e s	paddles
u n p o p u l a r	unpopular
m s f	msf
r e p u b l i c s	republics
t o u c h d o w n s	touchdowns
p l a s m a s	plasmas
i n s p e c t i n g	inspecting
r e t a i n e r	retainer
h a r d e n i n g	hardening
b a r b e l l	barbell
l o o s e n	loosen
a w k	awk
b i b s	bibs
b e o w u l f	beowulf
s n e a k y	sneaky
u n d i s c o v e r e d	undiscovered
e i n e m	einem
s m a r t s	smarts
l a n k a n	lankan
s y n t h e t a s e	synthetase
i m p u t e d	imputed
l i g h t w a v e	lightwave
a l i g n m e n t s	alignments
c a b s	cabs
c o a c h e d	coached
c h e a t e d	cheated
j a c	jac
f r a m i n g h a m	framingham
o p e n s o u r c e	opensource
r e s t r o o m	restroom
v i d e o g r a p h y	videography
l c r	lcr
s p a t i a l l y	spatially
d o a n h	doanh
w i l l o w s	willows
p r e p r o c e s s o r	preprocessor
h u m p	hump
c o h n	cohn
d e l f t	delft
a o n	aon
m a r g i n a l l y	marginally
o c s	ocs
b a k	bak
c o m m u n i c a t i v e	communicative
c a v a l l i	cavalli
g r i e v i n g	grieving
d d c	ddc
g r u n g e	grunge
c h a s t i t y	chastity
i n v o i c i n g	invoicing
b i g t i t s	bigtits
c a r n e y	carney
b r a i n t r e e	braintree
s o u t h s i d e	southside
v c a	vca
f l i p p e d	flipped
c a b r e r a	cabrera
f a u s t	faust
f r i g h t	fright
h a r b o r s	harbors
a d o r n e d	adorned
o b n o x i o u s	obnoxious
m i n d y	mindy
d i l i g e n t l y	diligently
s u r f a c e d	surfaced
d e c a y s	decays
g l a m	glam
c o w g i r l	cowgirl
m o r t i m e r	mortimer
m a r v e l l o u s	marvellous
n o u v e l l e	nouvelle
e a s i n g	easing
l o g i n l o g i n	loginlogin
m t r	mtr
n a k a m u r a	nakamura
m a t h i e u	mathieu
l a y o f f s	layoffs
p i c k e t	picket
m a t u r e s	matures
t h r o n e s	thrones
c t y	cty
e m i l i a	emilia
e y r e	eyre
a p m	apm
i g g y	iggy
m a t u r i n g	maturing
m a r g a r i n e	margarine
s e u	seu
i l l o g i c a l	illogical
a w a k e n e d	awakened
b e e t	beet
s u i n g	suing
b r i n e	brine
l o r n a	lorna
s n e a k e r	sneaker
w a n i n g	waning
c a r t w r i g h t	cartwright
g l y c o p r o t e i n	glycoprotein
a r m o i r e	armoire
g c s	gcs
q u e u e d	queued
s a b	sab
h y d r o x i d e	hydroxide
p i l e d	piled
h a n l e y	hanley
c e l l u l i t e	cellulite
h w a n g	hwang
m t d	mtd
t w i n k l e	twinkle
m c q u e e n	mcqueen
l o d g i n g s	lodgings
p a s s a t	passat
f l u f f	fluff
s h i f t e r	shifter
m a i t l a n d	maitland
c a r t o g r a p h y	cartography
s u p p l e	supple
f i r s t p r e v i o u s	firstprevious
v i t o	vito
g e l d	geld
s o i	soi
f a b i o	fabio
p r e d i c a t e s	predicates
b c l	bcl
u n f i t	unfit
u t t e r e d	uttered
d o u a y	douay
r u m a n i a n	rumanian
z e i t g e i s t	zeitgeist
n i c k e l o d e o n	nickelodeon
d r u	dru
a p a r	apar
t e n d i n g	tending
s h a g g y	shaggy
e l o n g a t e d	elongated
o r d e a l	ordeal
p e g s	pegs
a s t r o n o m e r	astronomer
h e r n i a	hernia
p r e i s v e r g l e i c h	preisvergleich
i n c o m p e t e n c e	incompetence
b r i t t o n	britton
s t a b i l i z i n g	stabilizing
s o c o m	socom
w s i s	wsis
a n i l	anil
f l i c k e r	flicker
r a m s a y	ramsay
m i d s i z e	midsize
r e l i e v i n g	relieving
p u l l o v e r	pullover
t o w e r i n g	towering
o p e r a s	operas
s l a u g h t e r e d	slaughtered
l p n	lpn
h o o d w i n k e d	hoodwinked
p h o t o e s	photoes
a s s a u l t e d	assaulted
b e a s t i e	beastie
m e n a	mena
r o u s e	rouse
a p p e l	appel
y u c c a	yucca
a r m a n d	armand
h a r v e s t e r	harvester
e m m e t t	emmett
s p i e l	spiel
s h a y	shay
i m p u r i t i e s	impurities
s t e m m i n g	stemming
i n s c r i p t i o n s	inscriptions
o b s t r u c t i v e	obstructive
h o s	hos
p a c m a n	pacman
t e n t a t i v e l y	tentatively
t r a g e d i e s	tragedies
i n t e r l u d e	interlude
o a t e s	oates
r e t r o a c t i v e	retroactive
b r i e f e d	briefed
b e b e	bebe
d i a l e c t s	dialects
k r u s e l l	krusell
v a s	vas
o v i d	ovid
c l i c k z	clickz
c a r c a s s	carcass
k e r m i t	kermit
g i z m o	gizmo
a t h e r o s c l e r o s i s	atherosclerosis
c a s u a l l y	casually
s c a m p	scamp
d e m o g r a p h y	demography
f r e e d m a n	freedman
m i g r a i n e s	migraines
w a l l i n g f o r d	wallingford
n e w b o r n s	newborns
l j u b l j a n a	ljubljana
r e s t a r t e d	restarted
r n c	rnc
r e p r i s e	reprise
m e o w	meow
t h a y e r	thayer
k i l o g r a m s	kilograms
z i g	zig
p a c k a g e r	packager
p o p u l a t e	populate
l a s h	lash
p e m b r o k e s h i r e	pembrokeshire
i l l s	ills
a r c a n e	arcane
i m p r a c t i c a l	impractical
s i m m s	simms
d a n e s	danes
t c g	tcg
d e c e n t r a l i z a t i o n	decentralization
h o n e y m o o n s	honeymoons
a u t h o r i t a r i a n	authoritarian
a l u	alu
j u d a i c a	judaica
t r o p i c a n a	tropicana
t y a n	tyan
c a r d h o l d e r	cardholder
p e a v e y	peavey
g o t h e n b u r g	gothenburg
p e b b l e s	pebbles
g e o c a c h i n g	geocaching
i d e n t	ident
f l u o x e t i n e	fluoxetine
t i p t o n	tipton
q u i c k s i l v e r	quicksilver
s a c k e d	sacked
t e v a	teva
l s a	lsa
o m e n	omen
e f f o r t l e s s l y	effortlessly
f a i l o v e r	failover
f o r f e i t e d	forfeited
c y s t s	cysts
p r i m e t i m e	primetime
k e n o s h a	kenosha
k o k o m o	kokomo
p e n n e y	penney
s t i p e n d	stipend
c o n c e p t i o n s	conceptions
s n o r k e l	snorkel
a m i n	amin
l i i	lii
i r i d i u m	iridium
d w y e r	dwyer
c o n s e r v i n g	conserving
t o p p e r s	toppers
a m u l e t	amulet
c f g	cfg
i n f o r m a l l y	informally
t v c	tvc
a l t e r n a t o r	alternator
n y s g r c	nysgrc
u n d e r w r i t e r	underwriter
s p r i n g h i l l	springhill
p a n h a n d l e	panhandle
s a r c a s t i c	sarcastic
j o a n n	joann
i s o f o r m	isoform
i n d e m n i f i c a t i o n	indemnification
h a w k e	hawke
b o r d e n	borden
b o m b e d	bombed
c o m p l e x i o n	complexion
d a i s i e s	daisies
i n f o r m a n t	informant
e l t	elt
s o r r o w s	sorrows
h a l t o n	halton
i t e	ite
g u a r a n t e e i n g	guaranteeing
a e g e a n	aegean
f a s t a	fasta
g o n z a g a	gonzaga
b o o b i e s	boobies
n a d i n e	nadine
a n d e r e	andere
b r e i t l i n g	breitling
n u t r	nutr
i n g e r s o l l	ingersoll
s a n d i a	sandia
p a c s	pacs
a z u r	azur
s l u g g i s h	sluggish
h e l m s	helms
b r i g	brig
b e o s	beos
s r c d i r	srcdir
t i e m p o	tiempo
s h e r p a	sherpa
t u f f	tuff
m a r s d e n	marsden
c o y	coy
l i g a n d s	ligands
s m a l l t a l k	smalltalk
s o r g h u m	sorghum
g r o u s e	grouse
n u c l e o t i d e s	nucleotides
m m v	mmv
e b i	ebi
r e g i n a l d	reginald
w i e r d	wierd
s b d	sbd
p a s t e d	pasted
m o t h s	moths
l m a o	lmao
e n h a n c e r s	enhancers
c o l l a b o r a t e d	collaborated
p r o d u	produ
l i l a	lila
b a t a v i a	batavia
e v o k e	evoke
s l o t t e d	slotted
n n w	nnw
f i l a	fila
d e c k i n g	decking
d i s p o s i t i o n s	dispositions
h a y w o o d	haywood
s t a u n t o n	staunton
b o z	boz
a c c e l e r a t o r s	accelerators
h o w s t u f f w o r k s	howstuffworks
n i t	nit
a m o r p h o u s	amorphous
n e i g h b o u r h o o d s	neighbourhoods
m i c h a l	michal
t r i b u t a r i e s	tributaries
t o w n s h i p s	townships
r a b	rab
h i d e a w a y	hideaway
d w a y n e	dwayne
c o d a	coda
n a n t e s	nantes
c y a n i d e	cyanide
k o s t e n l o s e	kostenlose
g r o t e s k	grotesk
a s s a m	assam
m a r e k	marek
i n t e r l i b r a r y	interlibrary
m o u s s e	mousse
p r o v e n a n c e	provenance
s r a	sra
s o g	sog
z i n k l e	zinkle
s h a m e f u l	shameful
c h i f f o n	chiffon
f a n f a r e	fanfare
m a p p e r	mapper
b o y c e	boyce
m l k	mlk
d y s t r o p h y	dystrophy
i n f o m a t i o n	infomation
a r c h a i c	archaic
e l e v a t e	elevate
d e a f n e s s	deafness
f o o t b a l l s	footballs
e m a i l e m a i l	emailemail
b a t h u r s t	bathurst
b e c	bec
s a l a	sala
f o f	fof
d u r a c e l l	duracell
l a u r e a t e	laureate
f e i n s t e i n	feinstein
c o n t e m p o r a r i e s	contemporaries
s y p h i l i s	syphilis
v i g i l a n c e	vigilance
m a g n a v o x	magnavox
a p p a l l i n g	appalling
p a l m y r a	palmyra
f o x e s	foxes
d a v i e	davie
e v r a	evra
a f f i x e d	affixed
s e r v l e t s	servlets
t s s	tss
n e i l l	neill
t i c k i n g	ticking
p a n t h e o n	pantheon
g u l l y	gully
e p i t h e l i u m	epithelium
b i t t e r n e s s	bitterness
t h c	thc
b r i l l	brill
d e f y	defy
s t o r	stor
w e b b i n g	webbing
b e f	bef
j a y a	jaya
c o n s u m e s	consumes
l o v i n g l y	lovingly
m a m e	mame
a g u a	agua
p p e	ppe
t h r u s h	thrush
b r i b e r y	bribery
e m u s i c	emusic
s m o k e s	smokes
t s o	tso
e p p	epp
g l e n c o e	glencoe
u n t e s t e d	untested
v e n t i l a t e d	ventilated
o v e r v i e w s	overviews
a f f l e c k	affleck
k e t t l e s	kettles
a s c e n d	ascend
f l i n d e r s	flinders
i n f o r m a t i o n h i d e	informationhide
h e a r s t	hearst
v e r i f i e s	verifies
r e v e r b	reverb
k a y s	kays
c o m m u t e r s	commuters
r c p	rcp
n u t m e g	nutmeg
w e l i v e t o g e t h e r	welivetogether
c r i t	crit
s d m	sdm
d u r b i n	durbin
c h a i n e d	chained
r i k e n	riken
c a n c e l i n g	canceling
b r o o k h a v e n	brookhaven
m a g n i f y	magnify
g a u s s	gauss
p r e c a u t i o n a r y	precautionary
a r t i s t r y	artistry
t r a v a i l	travail
p h p n u k e	phpnuke
l i v r e s	livres
f i d d l e r	fiddler
f a l k i r k	falkirk
w h o l e s o m e	wholesome
p i t t s	pitts
w r i s t s	wrists
s e v e r e d	severed
d t p	dtp
m i t e s	mites
k w o n	kwon
r u b r i c	rubric
h e a d l a m p	headlamp
o p e r a n d	operand
p u d d l e	puddle
a z o r e s	azores
k r i s t i	kristi
y a s m i n	yasmin
g n l	gnl
v e g e t a t i v e	vegetative
a c d b v e r t e x	acdbvertex
a g o r a	agora
i l l i n i	illini
m a c h o	macho
s o b	sob
n i n g b o	ningbo
e l a b o r a t e d	elaborated
r e e v e	reeve
e m b e l l i s h m e n t s	embellishments
w i l l f u l	willful
g r a n d e u r	grandeur
p l o u g h	plough
s t a p h y l o c o c c u s	staphylococcus
p r i t c h a r d	pritchard
m a n s i o n s	mansions
b u s t i n g	busting
f o s s	foss
g f p	gfp
m a c p h e r s o n	macpherson
o v e r h e a r d	overheard
y h o o	yhoo
s l o a n e	sloane
w o o s t e r	wooster
d e l o n g	delong
p e r s i s t e d	persisted
m d i	mdi
n i l s s o n	nilsson
w h e r e a b o u t s	whereabouts
s u b s t r i n g	substring
g a c	gac
h a y d n	haydn
s y m p h o n i e s	symphonies
r e c l i n i n g	reclining
s m e l l y	smelly
r o d r i g o	rodrigo
g a l l a t i n	gallatin
b o u n d i n g	bounding
h a n g a r	hangar
e p h e m e r a	ephemera
a n n e x e d	annexed
a t h e i s t s	atheists
h e l i	heli
c h o o	choo
u m p i r e	umpire
t e s t i c u l a r	testicular
o r t h o d o x y	orthodoxy
m i r a m a r	miramar
k i l t	kilt
d o u b t l e s s	doubtless
w e a r a b l e	wearable
c a r l i n g	carling
b u i l d u p	buildup
w e a p o n r y	weaponry
k e y e d	keyed
s w a n n	swann
e s q u i r e	esquire
c r y p t i c	cryptic
l i a n	lian
p r i m u s	primus
l a n d l i n e	landline
w h e r e f o r e	wherefore
e n t r e e s	entrees
c o r p o r a	corpora
p r i v	priv
g e e k l o g	geeklog
c h o l e r a	cholera
a n t i v i r a l	antiviral
m i d s u m m e r	midsummer
c o l o u r i n g	colouring
p r o f i l e r	profiler
l o d i	lodi
i n t o x i c a t e d	intoxicated
m i n i m a l i s t	minimalist
m y s o r e	mysore
j e r k s	jerks
w o l v e r i n e s	wolverines
b b c o d e	bbcode
p r o t a g o n i s t	protagonist
m i s e	mise
d a r i u s	darius
b u l l i o n	bullion
d e f l e c t i o n	deflection
h a t e f u l	hateful
r a t a	rata
p r o p e n s i t y	propensity
f r e e p h o n e	freephone
p l m	plm
j o u r n a l i s t i c	journalistic
r a y t h e o n	raytheon
e s s e n c e s	essences
r e f s e q	refseq
k i n g f i s h e r	kingfisher
n u m a r k	numark
m o l i n e	moline
e s a c	esac
t a k e r s	takers
g t s	gts
d i s p e n s e d	dispensed
a m a n a	amana
w o r l d c o m	worldcom
h i r o y u k i	hiroyuki
p r o c t e r	procter
p r a g m a	pragma
w i n k l e r	winkler
w a l l e y e	walleye
l e m o n s	lemons
i c f	icf
b a g e l	bagel
a s b u r y	asbury
s t r a t u m	stratum
v e n d e t t a	vendetta
a l p h a r e t t a	alpharetta
s y n c m a s t e r	syncmaster
w i s t s	wists
x f x	xfx
w i c k l o w	wicklow
t s r	tsr
l o d	lod
b a e r	baer
f e l i c i a	felicia
c m r	cmr
r e s t r a i n	restrain
c l u t c h e s	clutches
c h i l	chil
l e f t f i e l d	leftfield
l e t t i n g s	lettings
w a l k w a y	walkway
c u l t s	cults
w h i t	whit
c o o s	coos
a m a z e	amaze
p e t r o c h e m i c a l	petrochemical
m a n a s s a s	manassas
r e m b r a n d t	rembrandt
e s t a d o	estado
e a s e l	easel
f i a	fia
r e i s e n	reisen
c h u l a	chula
z a l m a n	zalman
c a r e r	carer
h u m a n k i n d	humankind
p o t i o n	potion
o v a t i o n	ovation
p a d d o c k	paddock
c m m s	cmms
h a w l e y	hawley
i n v e r t e r s	inverters
n u m e r a l s	numerals
s u r p a s s e d	surpassed
v i n o	vino
g a b l e	gable
j o h n n i e	johnnie
m c c o r m a c k	mccormack
t h i r t e e n t h	thirteenth
p d u	pdu
l a c e d	laced
f a c e p l a t e s	faceplates
y e a t s	yeats
m o t o r h o m e s	motorhomes
q u i l l	quill
c i e	cie
i c t s	icts
s a a	saa
m c m u r r a y	mcmurray
z u c c h i n i	zucchini
m a r e s	mares
e n t h u s i a s t i c a l l y	enthusiastically
f e t c h i n g	fetching
c h a p s	chaps
l a n a i	lanai
t e n d o n	tendon
p w c	pwc
c h i r a l	chiral
f e r m i	fermi
n e w s r e a d e r	newsreader
b e l l o w s	bellows
m u l t i c u l t u r a l i s m	multiculturalism
k e a t s	keats
c u d d l y	cuddly
l i s t i n f o	listinfo
d e c e i t	deceit
c a r o	caro
u n m a r k e d	unmarked
j o y o u s	joyous
s h p	shp
p r i m e d i a	primedia
c h l	chl
b o s w e l l	boswell
v e n t i n g	venting
e s t r a d a	estrada
p r i c e y	pricey
s h e k e l	shekel
i n f r i n g i n g	infringing
a p n	apn
d i o c e s a n	diocesan
r e a d o u t	readout
b l y t h e	blythe
c h i s h o l m	chisholm
c l a r i f i e s	clarifies
k l m	klm
g u n n e r	gunner
d i m e s	dimes
v e r s o	verso
s a m o a n	samoan
a b s o r b e n t	absorbent
r e v l o n	revlon
d t r	dtr
